protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterID,ClusterColor,Protein_names,Protein_fams,Gene_names,GO_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_LOC100536597.1.1.m.52329,-0.0397591085614844,-0.0111396905335011,Yes,4,purple,EKC/KEOPS complex subunit LAGE3 (L antigen family member 3) (Protein ESO-3) (Protein ITBA2),CTAG/PCC1 family,LAGE3 DXS9879E ESO3 ITBA2,GO:0000408; GO:0005634; GO:0005654; GO:0005737; GO:0008033; GO:0016604,NA,NA
CHOYP_LOC100881430.1.1.m.4201,-0.0354470285980367,0.0235029605942097,Yes,4,purple,NA,NA,NA,NA,NA,NA
CHOYP_LOC100933241.16.45.m.30626,-0.0358154869199824,0.00753945101722503,Yes,4,purple,NA,NA,NA,NA,NA,NA
CHOYP_LOC752782.1.1.m.53937,-0.0617429395605915,-0.00246247039826684,Yes,4,purple,Actin,Actin family,,GO:0005524; GO:0005737; GO:0005856,NA,NA
CHOYP_PEAR1.8.16.m.41400,-0.0524145802828939,0.0251827169601704,Yes,4,purple,NA,NA,NA,NA,NA,NA
CHOYP_XPF.1.1.m.14801,-0.0164352711112702,0.0356226152302634,Yes,4,purple,Protein FAM32A-like,FAM32 family,fam32al fam32a zgc:91831,GO:0005730; GO:0006915; GO:0007049,NA,NA
CHOYP_F10A1.4.4.m.44752,-0.00874435638812965,-0.0395292158361826,Yes,3,gray50,Hsc70-interacting protein (Hip) (Protein FAM10A1) (Protein ST13 homolog),FAM10 family,ST13 FAM10A1 RCJMB04_6h13,GO:0005737; GO:0046983; GO:0051085,GO:0051085,protein folding
CHOYP_NEMVEDRAFT_V1G165338.1.1.m.60296,0.00223904648407144,-0.0563985689552337,Yes,3,gray50,Gamma-aminobutyric acid receptor-associated protein (GABA(A) receptor-associated protein),ATG8 family,Gabarap,GO:0000045; GO:0000139; GO:0000226; GO:0000421; GO:0000422; GO:0005764; GO:0005776; GO:0005790; GO:0005829; GO:0005874; GO:0005875; GO:0005886; GO:0005930; GO:0006995; GO:0008017; GO:0008625; GO:0015031; GO:0015629; GO:0031410; GO:0031625; GO:0044297; GO:0048471; GO:0048487; GO:0050811; GO:0097225,GO:0008625,signal transduction; cell death
CHOYP_BRAFLDRAFT_118250.1.1.m.11178,-0.00327865586444666,-0.0637591232356256,Yes,3,gray50,SNARE-associated protein Snapin (Biogenesis of lysosome-related organelles complex 1 subunit 7) (BLOC-1 subunit 7) (Synaptosomal-associated protein 25-binding protein) (SNAP-associated protein),SNAPIN family,SNAPIN BLOC1S7 SNAP25BP SNAPAP,GO:0000139; GO:0000149; GO:0005765; GO:0006886; GO:0007042; GO:0007269; GO:0008021; GO:0008089; GO:0008090; GO:0008333; GO:0010977; GO:0016032; GO:0016079; GO:0016188; GO:0030054; GO:0030141; GO:0030672; GO:0031083; GO:0031175; GO:0031629; GO:0032418; GO:0032438; GO:0034629; GO:0043393; GO:0045202; GO:0048471; GO:0048489; GO:0048490; GO:0051604; GO:0072553; GO:0097352; GO:0099078; GO:1902774; GO:1902824; GO:1904115; GO:2000300,GO:0008090; GO:0031629; GO:0032418; GO:0032438; GO:0034629; GO:0048490; GO:0072553; GO:0097352; GO:2000300,transport; autophagy; cell-cell signaling; catabolic process; vesicle-mediated transport; cytoskeleton-dependent intracellular transport; pigmentation; membrane organization
CHOYP_RHO1.3.3.m.44338,-0.00042967189569093,-0.0399191295941395,Yes,3,gray50,Ras-like GTP-binding protein Rho1,Small GTPase superfamily; Rho family,Rho1 CG8416,GO:0000281; GO:0001745; GO:0003779; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0005938; GO:0006897; GO:0007015; GO:0007266; GO:0007298; GO:0007349; GO:0007368; GO:0007370; GO:0007374; GO:0007377; GO:0007391; GO:0007395; GO:0007405; GO:0007411; GO:0007422; GO:0007424; GO:0007435; GO:0007480; GO:0007601; GO:0008045; GO:0008347; GO:0008360; GO:0009611; GO:0010004; GO:0016476; GO:0016477; GO:0019900; GO:0019901; GO:0030036; GO:0030334; GO:0030589; GO:0030866; GO:0030950; GO:0031532; GO:0032153; GO:0032456; GO:0032956; GO:0034334; GO:0034613; GO:0035006; GO:0035099; GO:0035149; GO:0035159; GO:0035202; GO:0035277; GO:0035298; GO:0035317; GO:0042060; GO:0042249; GO:0043231; GO:0044291; GO:0045179; GO:0045184; GO:0045199; GO:0046663; GO:0048812; GO:0048813; GO:0050770; GO:0051017; GO:0051489; GO:0051493; GO:0070252; GO:0070451; GO:0070593; GO:0071896; GO:0071902; GO:0090090; GO:0090251; GO:0090254; GO:0090303; GO:1901739; GO:1903475; GO:1904059,GO:0007298; GO:0007349; GO:0007395; GO:0007435; GO:0034334; GO:0035006; GO:0035159; GO:0035277; GO:0035317; GO:0042249; GO:0045199; GO:0070593; GO:0090303; GO:1901739,reproduction; immune system process; response to stress; embryo development; secondary metabolic process; cell differentiation; cell junction organization; locomotion; anatomical structure formation involved in morphogenesis; anatomical structure development; cell motility
CHOYP_FLNA.6.6.m.37383,-0.0249641727248384,-0.0369214003106253,Yes,3,gray50,Filamin-B (FLN-B) (ABP-280-like protein) (Actin-binding-like protein) (Beta-filamin),Filamin family,Flnb,GO:0001725; GO:0003334; GO:0003382; GO:0003779; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005903; GO:0005925; GO:0005938; GO:0007519; GO:0030018; GO:0030036; GO:0042802; GO:0043005; GO:0043025; GO:0045335; GO:0071346,GO:0003334,cell differentiation; anatomical structure development
CHOYP_BRAFLDRAFT_208436.4.32.m.22689,0.00629766241259544,-0.0592483937963257,Yes,3,gray50,40S ribosomal protein S13,Universal ribosomal protein uS15 family,Rps13,GO:0003735; GO:0005730; GO:0006412; GO:0022627; GO:0045202; GO:0070181; GO:1990932,NA,NA
CHOYP_BRAFLDRAFT_275787.2.2.m.62313,-0.00269295924853754,-0.0458553394560597,Yes,3,gray50,Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B),TBCB family,TBCB CKAP1,GO:0005737; GO:0005829; GO:0005874; GO:0007399; GO:0030154,NA,NA
CHOYP_BRAFLDRAFT_63471.1.1.m.25619,0.00114746721798108,-0.035548498716171,Yes,3,gray50,NA,NA,NA,NA,NA,NA
CHOYP_contig_008975.m.10444,-0.0101318462267756,-0.0448377762889503,Yes,3,gray50,NA,NA,NA,NA,NA,NA
CHOYP_contig_035889.m.40603,-0.0146916450650406,-0.0414750414086198,Yes,3,gray50,NA,NA,NA,NA,NA,NA
CHOYP_DDX41.1.1.m.16719,-0.00474710298892564,-0.0420038682873997,Yes,3,gray50,Probable ATP-dependent RNA helicase DDX41 (EC 3.6.4.13) (DEAD box protein 41),DEAD box helicase family; DDX41 subfamily,Ddx41,GO:0000398; GO:0003677; GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005783; GO:0008283; GO:0030154; GO:0035458; GO:0045944; GO:0046872; GO:0051607; GO:0071013,NA,NA
CHOYP_ISCW_ISCW010532.2.4.m.35454,0.0268350074838076,-0.0457302577402048,Yes,3,gray50,Peroxiredoxin (EC 1.11.1.15) (AsPrx) (Thioredoxin peroxidase),Peroxiredoxin family; AhpC/Prx1 subfamily,,GO:0004601; GO:0005623; GO:0006979; GO:0008379; GO:0016209; GO:0045454,NA,NA
CHOYP_LOC100227090.1.1.m.1313,0.0246672495402289,-0.0370632975574057,Yes,3,gray50,EKC/KEOPS complex subunit Tprkb (PRPK-binding protein) (TP53RK-binding protein),CGI121/TPRKB family,Tprkb,GO:0000408; GO:0002949; GO:0005634; GO:0005737; GO:0005829; GO:0019901,NA,NA
CHOYP_LOC100708991.3.5.m.40072,0.00873478548950716,-0.0463460590615398,Yes,3,gray50,Collagen alpha-6(VI) chain,Type VI collagen family,COL6A6,GO:0005576; GO:0005581; GO:0007155; GO:0030020; GO:0031012; GO:0062023,NA,NA
CHOYP_LOC100748395.6.7.m.57994,0.0302547095234897,-0.0449509632527559,Yes,3,gray50,Heterogeneous nuclear ribonucleoprotein A2 homolog 1 (hnRNP A2(A)),,,GO:0003723; GO:0005634; GO:0006397; GO:0006406,NA,NA
CHOYP_LYRM4.2.3.m.7011,0.000184578455017071,-0.0474647217652497,Yes,3,gray50,LYR motif-containing protein 4,Complex I LYR family,lyrm4 isd11,GO:0005634; GO:0005739,NA,NA
CHOYP_NEMVEDRAFT_V1G165649.1.1.m.2893,0.0270535986788631,-0.0405206178161923,Yes,3,gray50,Isochorismatase domain-containing protein 2,Isochorismatase family,isoc2,GO:0003824; GO:0005737,NA,NA
CHOYP_OTU5B.1.1.m.6212,-0.00411252524789873,-0.0368741343625564,Yes,3,gray50,NAD(P)H-hydrate epimerase (EC 5.1.99.6) (Apolipoprotein A-I-binding protein) (AI-BP) (NAD(P)HX epimerase),NnrE/AIBP family,naxe aibp apoa1bp si:dkeyp-84f11.6 zgc:92263,GO:0000166; GO:0005576; GO:0005739; GO:0046872; GO:0052856; GO:0052857,NA,NA
CHOYP_PAN2.1.1.m.44691,-0.0158730150669564,-0.0861656996415937,Yes,3,gray50,Actin; muscle (LPM) (Fragment),Actin family,,GO:0005524; GO:0005737; GO:0005856,NA,NA
CHOYP_SYYC.2.2.m.58390,0.0332419066325147,-0.0498813482944555,Yes,3,gray50,Tyrosine--tRNA ligase; cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS),Class-I aminoacyl-tRNA synthetase family,yars,GO:0000049; GO:0004831; GO:0005524; GO:0006418; GO:0006437; GO:0006974; GO:0017101; GO:0017102,NA,NA
CHOYP_TMO_0856.1.3.m.5045,0.0068509407758223,-0.0367849612621742,Yes,3,gray50,D-beta-hydroxybutyrate dehydrogenase (BDH) (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (3-HBDH),Short-chain dehydrogenases/reductases (SDR) family,hbdH1 H16_A1334,GO:0003858,NA,NA
CHOYP_TPM.15.19.m.50851,-0.00496426124455945,-0.0453662553422853,Yes,3,gray50,Tropomyosin,Tropomyosin family,,,NA,NA
CHOYP_TVAG_268110.13.13.m.65590,0.024148880008251,-0.0368648862411168,Yes,3,gray50,NA,NA,NA,NA,NA,NA
CHOYP_CASP7.9.23.m.25523,-0.0247622428760211,0.0415279637033401,Yes,2,green,Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (CMH-1) (ICE-like apoptotic protease 3) (ICE-LAP3) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11],Peptidase C14A family,CASP7 MCH3,GO:0004197; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006508; GO:0006915; GO:0008233; GO:0008234; GO:0072734; GO:0097153; GO:0097194; GO:0097200,GO:0072734,NA
CHOYP_TF2AA.1.1.m.50726,-0.0050322973032403,0.0444175799090909,Yes,2,green,Transcription initiation factor IIA subunit 1 (General transcription factor IIA subunit 1) (TFIIAL) (Transcription initiation factor TFIIA 42 kDa subunit) (TFIIA-42) [Cleaved into: Transcription initiation factor IIA alpha chain (TFIIA p35 subunit); Transcription initiation factor IIA beta chain (TFIIA p19 subunit)],TFIIA subunit 1 family,GTF2A1 TF2A1,GO:0001103; GO:0003677; GO:0003713; GO:0005654; GO:0005669; GO:0005672; GO:0005829; GO:0006366; GO:0006367; GO:0008134; GO:0017025; GO:0042795; GO:0046982,GO:0042795,biosynthetic process; cellular nitrogen compound metabolic process
CHOYP_ISCW_ISCW000704.1.1.m.38250,-0.0249380235137192,0.0449649415687062,Yes,2,green,Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK),Protein kinase superfamily; STE Ser/Thr protein kinase family; STE20 subfamily,PAK1,GO:0001726; GO:0001934; GO:0004674; GO:0005518; GO:0005524; GO:0005737; GO:0005829; GO:0005884; GO:0005886; GO:0005911; GO:0005925; GO:0006468; GO:0006887; GO:0006915; GO:0008284; GO:0016477; GO:0023014; GO:0030335; GO:0031098; GO:0031116; GO:0031532; GO:0032147; GO:0032587; GO:0032991; GO:0033138; GO:0033148; GO:0042060; GO:0043408; GO:0043507; GO:0046777; GO:0048012; GO:0048365; GO:0048754; GO:0050770; GO:0051496; GO:0060244; GO:0071437,GO:0031116; GO:0043507; GO:0048012,cellular protein modification process; response to stress; cytoskeleton organization; signal transduction; cellular component assembly; protein-containing complex assembly
CHOYP_LOC100373864.2.2.m.55132,0.00130505864109162,0.0500626838431417,Yes,2,green,Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase),Peptidase M24B family; Eukaryotic-type prolidase subfamily,PEPD PRD,GO:0004177; GO:0004181; GO:0005634; GO:0005654; GO:0006508; GO:0006520; GO:0030145; GO:0030574; GO:0070062; GO:0102009,GO:0030574,catabolic process
CHOYP_LOC100030437.1.3.m.5994,0.00343376790580819,0.0583531884294407,Yes,2,green,Collagen alpha-4(VI) chain,Type VI collagen family,Col6a4 Dvwa,GO:0005576; GO:0005581; GO:0007155; GO:0030020; GO:0030198; GO:0031012; GO:0032991; GO:0062023; GO:0070208,GO:0030198; GO:0070208,cellular component assembly; extracellular matrix organization; protein-containing complex assembly
CHOYP_ADA17.3.3.m.54971,0.0118935522524983,0.0467224091842838,Yes,2,green,Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (K-45) (Serum aryldialkylphosphatase 1),Paraoxonase family,PON1 PON,GO:0004063; GO:0004064; GO:0005509; GO:0005543; GO:0005576; GO:0005615; GO:0008203; GO:0009636; GO:0010875; GO:0019372; GO:0019439; GO:0031667; GO:0032411; GO:0034364; GO:0034366; GO:0042803; GO:0043231; GO:0046395; GO:0046434; GO:0046470; GO:0051099; GO:0070062; GO:0070542; GO:0072562; GO:0102007; GO:1902617,GO:0010875; GO:0046470,lipid metabolic process; transport
CHOYP_LOC100744506.1.1.m.44043,0.0286555249729011,0.0353124349741876,Yes,2,green,Vinculin,Vinculin/alpha-catenin family,Vinc CG3299,GO:0003779; GO:0005198; GO:0005737; GO:0005925; GO:0007016; GO:0007155; GO:0015629; GO:0051015; GO:0098592,GO:0007016,cytoskeleton organization
CHOYP_G6PD.1.2.m.38380,0.00490712256397749,0.0430038860919972,Yes,2,green,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),Glucose-6-phosphate dehydrogenase family,G6pdx G6pd,GO:0004345; GO:0005536; GO:0005634; GO:0005829; GO:0006006; GO:0006098; GO:0006695; GO:0006739; GO:0006740; GO:0006749; GO:0009051; GO:0009898; GO:0010041; GO:0010734; GO:0014070; GO:0019322; GO:0030246; GO:0032094; GO:0034599; GO:0042803; GO:0043231; GO:0043249; GO:0043523; GO:0045471; GO:0046390; GO:0050661; GO:0051156; GO:0061052; GO:1904879; GO:2000378,GO:0006006; GO:0006740; GO:0032094; GO:0043523; GO:0061052,carbohydrate metabolic process; cell death; cell differentiation; cellular nitrogen compound metabolic process; growth; small molecule metabolic process; anatomical structure development; cofactor metabolic process
CHOYP_MP2K5.1.1.m.45311,0.004145759367507,0.036266190437164,Yes,2,green,Dual specificity mitogen-activated protein kinase kinase 5 (MAP kinase kinase 5) (MAPKK 5) (EC 2.7.12.2) (MAPK/ERK kinase 5) (MEK 5),Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase subfamily,MAP2K5 MEK5 MKK5 PRKMK5,GO:0000122; GO:0000187; GO:0004672; GO:0004674; GO:0004708; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005819; GO:0005829; GO:0007165; GO:0007507; GO:0023014; GO:0030307; GO:0031098; GO:0032088; GO:0032147; GO:0034115; GO:0043154; GO:0045415; GO:0045944; GO:0046872; GO:0050679; GO:0051247; GO:0060761; GO:0070375; GO:0071363; GO:0071499; GO:0090051; GO:2000342; GO:2001240,GO:0000187; GO:0090051,cellular protein modification process; signal transduction; locomotion; anatomical structure formation involved in morphogenesis; anatomical structure development; cell motility
CHOYP_MP2K4.1.1.m.10635,-0.017883362709884,0.0393609270306585,Yes,2,green,Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (C-JUN N-terminal kinase kinase 1) (JNK kinase 1) (JNKK 1) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1),Protein kinase superfamily; STE Ser/Thr protein kinase family; MAP kinase kinase subfamily,Map2k4 Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1,GO:0000165; GO:0000187; GO:0001934; GO:0004674; GO:0004708; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0006915; GO:0007254; GO:0007257; GO:0008545; GO:0009611; GO:0023014; GO:0030424; GO:0031098; GO:0031435; GO:0032147; GO:0032839; GO:0034393; GO:0043065; GO:0043204; GO:0043525; GO:0045740; GO:0051770; GO:0061049; GO:0071260; GO:0072709; GO:2000672,GO:0000187; GO:0007257; GO:0061049,cellular protein modification process; response to stress; signal transduction; cell differentiation; growth; anatomical structure development
CHOYP_AAEL_AAEL001706.1.1.m.43821,-0.0307006334714702,0.0459058513255713,Yes,2,green,NTF2-related export protein 2,,NXT2 RCJMB04_6d20,GO:0005634; GO:0005737; GO:0006606; GO:0006913; GO:0008565; GO:0044613; GO:0048471; GO:0051028,NA,NA
CHOYP_ACT.6.27.m.15622,0.0125436876931048,0.0443967544041218,Yes,2,green,Actin (Fragment),Actin family,,GO:0005524; GO:0005737; GO:0005856,NA,NA
CHOYP_ALPHATUB84D.1.1.m.16562,0.00686324397953807,0.054192436808341,Yes,2,green,Tubulin alpha-3 chain,Tubulin family,alphaTub84D TubA84D CG2512,GO:0000226; GO:0000278; GO:0000281; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0017022; GO:0048471,NA,NA
CHOYP_AMY.2.3.m.15473,0.00468359576361476,0.0444259700288674,Yes,2,green,Alpha-amylase (EC 3.2.1.1) (1;4-alpha-D-glucan glucanohydrolase),Glycosyl hydrolase 13 family,,GO:0004556; GO:0005975; GO:0046872; GO:0103025,NA,NA
CHOYP_BM8F.1.2.m.3009,0.00676862689344012,0.0413826173444894,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_104488.3.3.m.2973,-0.0122358266967297,0.0452205422455686,Yes,2,green,DNA-directed RNA polymerase III subunit RPC8 (RNA polymerase III subunit C8) (DNA-directed RNA polymerase III subunit H) (RNA polymerase III subunit 22.9 kDa subunit) (RPC22.9),Eukaryotic RPB7/RPC8 RNA polymerase subunit family,POLR3H KIAA1665 RPC8,GO:0003677; GO:0003899; GO:0005654; GO:0005666; GO:0005813; GO:0005829; GO:0006139; GO:0006383; GO:0006384; GO:0043231; GO:0045087; GO:0051607,NA,NA
CHOYP_BRAFLDRAFT_84494.4.5.m.44543,0.00539590522901027,0.0428766517778114,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_CALM.42.50.m.56135,-0.0123683164599326,0.0484095453841768,Yes,2,green,Calmodulin-2 B,Calmodulin family,calm2-b,GO:0005102; GO:0005509; GO:0019722,NA,NA
CHOYP_contig_003670.m.4147,0.0274972000402872,0.0447786012945075,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_contig_003956.m.4511,-0.00529414349108224,0.0617841464479622,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_contig_029222.m.33159,0.0221035121962594,0.0474429553940146,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_contig_038478.m.43530,0.0108488785300528,0.043588765740767,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_contig_039363.m.44567,-0.00566084952467713,0.0389215566186646,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_contig_039460.m.44676,-0.0206227736463705,0.0363473211925328,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_CRE_20365.1.3.m.20889,0.0153364630420989,0.0460602373931308,Yes,2,green,Probable mitochondrial pyruvate carrier 1 (MPC1),Mitochondrial pyruvate carrier (MPC) (TC 2.A.105) family,mpc-1 R07E5.13,GO:0006850; GO:0031305; GO:0050833,NA,NA
CHOYP_DANA_GF10776.1.1.m.18533,-0.015020497550365,0.0356938987618031,Yes,2,green,39S ribosomal protein L21; mitochondrial (L21mt) (MRP-L21),Bacterial ribosomal protein bL21 family,MRPL21,GO:0003735; GO:0005743; GO:0005762,NA,NA
CHOYP_DPSE_GA10259.1.1.m.36297,0.0184837894796233,0.0373768240139708,Yes,2,green,RWD domain-containing protein 4 (Protein FAM28A),,RWDD4 FAM28A RWDD4A,,NA,NA
CHOYP_DVIR_GJ20612.1.1.m.14542,-0.00575877890874308,0.0519525985855958,Yes,2,green,39S ribosomal protein L41; mitochondrial (L41mt) (MRP-L41),Mitochondrion-specific ribosomal protein mL41 family,mRpL41 GA11937,GO:0003735; GO:0005762; GO:0006412; GO:1990904,NA,NA
CHOYP_FABP2.1.2.m.5800,0.00445609247738896,0.0439085781401213,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_FABP6.2.2.m.59518,-0.031781345210701,0.0451785003793744,Yes,2,green,Fatty acid-binding protein homolog 6,Calycin superfamily; Fatty-acid binding protein (FABP) family,lbp-6 W02D3.5,GO:0008289,NA,NA
CHOYP_GKAP1.1.1.m.18792,0.00332438428188884,0.0399020775354997,Yes,2,green,G kinase-anchoring protein 1,GKAP1 family,gkap1 zgc:85804,GO:0005794; GO:0007165,NA,NA
CHOYP_IMSP5.1.2.m.5157,-0.0283635505355464,0.042074078748358,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_LOC100313569.1.1.m.15201,-0.0185285661718552,0.0356807150770757,Yes,2,green,Protein CASP,CASP family,CUX1 CUTL1,GO:0000139; GO:0000981; GO:0005654; GO:0005794; GO:0006891; GO:0030173,NA,NA
CHOYP_LOC100329062.2.2.m.39235,-0.00734724237941224,0.0503603101046168,Yes,2,green,Protein ecdysoneless homolog,ECD family,Ecd,GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006397; GO:0008283; GO:0008380; GO:0035035; GO:0045944; GO:2000045,NA,NA
CHOYP_LOC100375293.2.2.m.58888,-0.0143918097468304,0.0373971384570037,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377856.1.2.m.13657,0.00861639002172384,0.0424516217020191,Yes,2,green,Polyamine-modulated factor 1-binding protein 1 (PMF-1-binding protein) (Outer dense fiber protein 3),,Pmfbp1 Odf3,GO:0001520; GO:0007010; GO:0007283; GO:0097224,NA,NA
CHOYP_LOC100472408.1.1.m.17281,-0.00223486438249556,0.0383319395338436,Yes,2,green,tRNA (adenine(37)-N6)-methyltransferase (EC 2.1.1.-) (tRNA methyltransferase O),,Trmo,GO:0003723; GO:0016430; GO:0030488,NA,NA
CHOYP_LOC100883123.1.1.m.704,-0.0136767128817035,0.0370774390470585,Yes,2,green,TSC22 domain family protein 1 (Regulatory protein TSC-22) (TGFB-stimulated clone 22 homolog) (Transforming growth factor beta-1-induced transcript 4 protein),TSC-22/Dip/Bun family,Tsc22d1 Tgfb1i4 Tsc22,GO:0000978; GO:0001228; GO:0005634; GO:0005737; GO:0045944,NA,NA
CHOYP_LOC656741.1.1.m.19820,0.00396167296975002,0.04262094030506,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_PITG_07096.1.1.m.4922,0.00331517923053911,0.035798069697291,Yes,2,green,NA,NA,NA,NA,NA,NA
CHOYP_RL8.10.10.m.65636,-0.0195882792500831,0.062163785651213,Yes,2,green,60S ribosomal protein L8,Universal ribosomal protein uL2 family,rpl8 TTpA008p15.1,GO:0002181; GO:0003735; GO:0019843; GO:0022625,NA,NA
CHOYP_RLA1.5.12.m.15482,-0.000459858580785249,0.0721329884481604,Yes,2,green,60S acidic ribosomal protein P1 (Ribosomal protein RPL-21),Eukaryotic ribosomal protein P1/P2 family,rpl-21,GO:0003735; GO:0005840; GO:0006414,NA,NA
CHOYP_ROA3.2.2.m.11068,-0.0179724236506739,0.0396989461712854,Yes,2,green,Heterogeneous nuclear ribonucleoprotein A2 homolog 1 (hnRNP A2(A)),,,GO:0003723; GO:0005634; GO:0006397; GO:0006406,NA,NA
