Entry	Entry_name	Protein_names	Gene _ames	EMBL_ACC
K1RFT9	K1RFT9_CRAGI	L-rhamnose-binding lectin CSL3 (Fragment)	CGI_10023709	EKC40275
K1RFU6	K1RFU6_CRAGI	Proteasome activator complex subunit 3	CGI_10023719	EKC40285
K1RFU8	K1RFU8_CRAGI	High mobility group protein DSP1	CGI_10023724	EKC40290
K1RZ99	K1RZ99_CRAGI	Filamin-A	CGI_10012231	EKC40331
K1RG24	K1RG24_CRAGI	Doublecortin domain-containing protein 2	CGI_10012609	EKC40375
K1RZE2	K1RZE2_CRAGI	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10012610	EKC40376
K1RG28	K1RG28_CRAGI	Kinase C and casein kinase substrate in neurons protein 2	CGI_10012614	EKC40380
K1QUB9	K1QUB9_CRAGI	Uncharacterized protein C3orf32	CGI_10021312	EKC40432
K1QUD6	K1QUD6_CRAGI	Clathrin light chain	CGI_10021336	EKC40452
K1R3W9	K1R3W9_CRAGI	Replication protein A 14 kDa subunit	CGI_10021337	EKC40453
K1RA02	K1RA02_CRAGI	Uncharacterized protein	CGI_10013510	EKC40474
K1RZR1	K1RZR1_CRAGI	Heat shock 70 kDa protein 12A	CGI_10013525	EKC40486
K1QUG8	K1QUG8_CRAGI	Uncharacterized protein	CGI_10013526	EKC40487
K1RGK4	K1RGK4_CRAGI	Villin-1	CGI_10025594	EKC40540
K1QUN4	K1QUN4_CRAGI	DnaJ-like protein subfamily C member 7	CGI_10025596	EKC40542
K1QUP8	K1QUP8_CRAGI	Canopy-like protein 3	CGI_10025608	EKC40552
K1RAE8	K1RAE8_CRAGI	Acyl carrier protein	CGI_10025621	EKC40564
K1P202	K1P202_CRAGI	Tubulin polymerization-promoting protein family member 3	CGI_10000096 CGI_10021848	EKC17872
K1QUW5	K1QUW5_CRAGI	U2 snRNP auxiliary factor large subunit	CGI_10021851	EKC40607
K1R4D8	K1R4D8_CRAGI	DPY30 domain-containing protein 1	CGI_10021857	EKC40613
K1RAI3	K1RAI3_CRAGI	Annexin	CGI_10021863	EKC40619
K1QUX5	K1QUX5_CRAGI	Omega-crystallin	CGI_10021866	EKC40622
K1R4F0	K1R4F0_CRAGI	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial	CGI_10021872	EKC40628
K1RGU4	K1RGU4_CRAGI	WD repeat-containing protein C2orf44-like protein	CGI_10018605	EKC40640
K1S049	K1S049_CRAGI	Putative RNA-binding protein 16	CGI_10018606	EKC40641
K1QUY9	K1QUY9_CRAGI	Coiled-coil domain-containing protein 6	CGI_10018613	EKC40647
K1RAR4	K1RAR4_CRAGI	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	CGI_10021224	EKC40739
K1RAT8	K1RAT8_CRAGI	Ribonuclease H1	CGI_10021260	EKC40769
K1QV94	K1QV94_CRAGI	Uncharacterized protein	CGI_10021273	EKC40782
K1S0P1	K1S0P1_CRAGI	Kinesin-related protein 1	CGI_10026504	EKC40821
K1R512	K1R512_CRAGI	Uncharacterized protein	CGI_10026535	EKC40848.1
K1S0U1	K1S0U1_CRAGI	Neurogenic locus Notch protein	CGI_10004834	EKC40861
K1RBC0	K1RBC0_CRAGI	MICAL-like protein 2	CGI_10028683	EKC40959
K1RHG9	K1RHG9_CRAGI	Uncharacterized protein	CGI_10028684	EKC40960
K1S139	K1S139_CRAGI	Uncharacterized protein	CGI_10028685	EKC40961
K1RBC9	K1RBC9_CRAGI	Transketolase-like protein 2	CGI_10028694	EKC40969
K1RHH9	K1RHH9_CRAGI	Transcription cofactor vestigial-like protein 4	CGI_10028695	EKC40970
K1S166	K1S166_CRAGI	PRKC apoptosis WT1 regulator protein	CGI_10025298	EKC40996
K1QVW1	K1QVW1_CRAGI	Uncharacterized protein C17orf98	CGI_10025311	EKC41007
K1R5N9	K1R5N9_CRAGI	Syntaxin-7	CGI_10025330	EKC41023
K1QVZ5	K1QVZ5_CRAGI	Hsp90 co-chaperone Cdc37	CGI_10008523	EKC41037
K1R5R4	K1R5R4_CRAGI	Dynein heavy chain 10, axonemal	CGI_10024887	EKC41048
K1RBU9	K1RBU9_CRAGI	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	CGI_10026549	EKC41089
K1QW70	K1QW70_CRAGI	Bicaudal D-like protein 2	CGI_10026552	EKC41092
K1RBV6	K1RBV6_CRAGI	Uncharacterized protein	CGI_10026559	EKC41099
K1RI10	K1RI10_CRAGI	Programmed cell death protein 5	CGI_10026760	EKC41170
K1S1N8	K1S1N8_CRAGI	Coiled-coil and C2 domain-containing protein 1-like protein	CGI_10026782	EKC41191
K1RCC5	K1RCC5_CRAGI	Tripartite motif-containing protein 3	CGI_10021540	EKC41304
K1RCF4	K1RCF4_CRAGI	Translocon-associated protein subunit alpha	CGI_10011866	EKC41344
K1RIG6	K1RIG6_CRAGI	LSM14-like protein A	CGI_10025647	EKC41375
K1S256	K1S256_CRAGI	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial	CGI_10025658	EKC41386
K1RIH7	K1RIH7_CRAGI	Syntaxin	CGI_10025664	EKC41390
K1QWU3	K1QWU3_CRAGI	MORN repeat-containing protein 3	CGI_10025671	EKC41397
K1RCK9	K1RCK9_CRAGI	Dihydroorotase	CGI_10025680	EKC41404
K1RCL9	K1RCL9_CRAGI	Leucine-rich repeat-containing protein 23	CGI_10025690	EKC41414
K1RIJ9	K1RIJ9_CRAGI	Uncharacterized protein	CGI_10017522	EKC41420
K1QWX1	K1QWX1_CRAGI	Uncharacterized protein	CGI_10017525	EKC41422
K1R6I0	K1R6I0_CRAGI	Uncharacterized protein	CGI_10017526	EKC41423
K1RCM9	K1RCM9_CRAGI	Peptidylprolyl isomerase (EC 5.2.1.8)	CGI_10017528	EKC41424
K1QWY3	K1QWY3_CRAGI	Zonadhesin	CGI_10017538	EKC41432
K1RCW3	K1RCW3_CRAGI	Elongation factor 1-beta	CGI_10021397	EKC41514
K1RIT6	K1RIT6_CRAGI	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	CGI_10021398	EKC41515
K1S2I2	K1S2I2_CRAGI	Kinesin-like protein	CGI_10021410	EKC41526
K1S2S0	K1S2S0_CRAGI	Putative ferric-chelate reductase 1	CGI_10025076	EKC41616
K1R783	K1R783_CRAGI	Exonuclease 3'-5' domain-containing protein 2	CGI_10025079	EKC41618
K1S2Y0	K1S2Y0_CRAGI	Uncharacterized protein	CGI_10028468	EKC41721
K1QXS6	K1QXS6_CRAGI	Heterogeneous nuclear ribonucleoprotein A2-like protein 1	CGI_10028469	EKC41722
K1R7G0	K1R7G0_CRAGI	Chromobox-like protein 5	CGI_10028470	EKC41723.1
K1RJG6	K1RJG6_CRAGI	Heterogeneous nuclear ribonucleoprotein 27C	CGI_10021635	EKC41770
K1R7L4	K1R7L4_CRAGI	Neural cell adhesion molecule 1	CGI_10021644	EKC41778
K1RDK5	K1RDK5_CRAGI	Uncharacterized protein	CGI_10021646	EKC41779
K1RJJ7	K1RJJ7_CRAGI	Histone H5	CGI_10024976 CGI_10026423	EKC36743
K1RJK1	K1RJK1_CRAGI	DNAation factor subunit alpha (Fragment)	CGI_10026428	EKC41810
K1R7Q9	K1R7Q9_CRAGI	Uncharacterized protein	CGI_10026431	EKC41813
K1RJK6	K1RJK6_CRAGI	Uncharacterized protein	CGI_10026433	EKC41815
K1R7R5	K1R7R5_CRAGI	Uncharacterized protein	CGI_10026436	EKC41818
K1RJM8	K1RJM8_CRAGI	SAGA-associated factor 11 homolog	CGI_10026448	EKC41830
K1QY04	K1QY04_CRAGI	Radial spoke head protein 3-like protein	CGI_10026456	EKC41837
K1RJR0	K1RJR0_CRAGI	Metallothionein	CGI_10021196	EKC41855
K1QY30	K1QY30_CRAGI	U4/U6.U5 tri-snRNP-associated protein 1	CGI_10021218	EKC41872
K1S3A6	K1S3A6_CRAGI	Glyoxalase domain-containing protein 5 (Fragment)	CGI_10013920	EKC41906
K1RJW8	K1RJW8_CRAGI	Protein DEK	CGI_10013930	EKC41915
K1RE15	K1RE15_CRAGI	Uncharacterized protein	CGI_10028134	EKC41954
K1S3G2	K1S3G2_CRAGI	HMGB1 (High mobility group protein B3)	CGI_10028136	EKC41956
K1RK12	K1RK12_CRAGI	40S ribosomal protein S23	CGI_10028140	EKC41960
K1RE33	K1RE33_CRAGI	Protein Dr1	CGI_10028161	EKC41979
K1RK31	K1RK31_CRAGI	Otoancorin	CGI_10028162	EKC41980
K1RK73	K1RK73_CRAGI	Calcyphosin-like protein	CGI_10028199	EKC42015
K1S3P6	K1S3P6_CRAGI	LETM1 and EF-hand domain-containing protein 1, mitochondrial	CGI_10020689	EKC42041
K1R8H4	K1R8H4_CRAGI	Astacin	CGI_10020696	EKC42048
K1RKB8	K1RKB8_CRAGI	Lymphocyte cytosolic protein 2	CGI_10020698	EKC42050
K1QYM7	K1QYM7_CRAGI	1,4-alpha-glucan-branching enzyme	CGI_10025236	EKC42072
K1REH8	K1REH8_CRAGI	Regulation of nuclear pre-mRNA domain-containing protein 1B	CGI_10024652	EKC42149
K1S422	K1S422_CRAGI	Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin)	KATNB1 CGI_10024655	EKC42151
K1S426	K1S426_CRAGI	Charged multivesicular body protein 1a	CGI_10024661	EKC42156
K1REN1	K1REN1_CRAGI	Calmodulin	CGI_10028012	EKC42214
K1QYX5	K1QYX5_CRAGI	Uncharacterized protein	CGI_10028016	EKC42217
K1REP0	K1REP0_CRAGI	Uncharacterized protein	CGI_10028023	EKC42224
K1RKX9	K1RKX9_CRAGI	Partner of Y14 and mago	CGI_10017838	EKC42270
K1QZ30	K1QZ30_CRAGI	Uncharacterized protein	CGI_10024758	EKC42302
K1REY2	K1REY2_CRAGI	Dysferlin	CGI_10024760	EKC42304
K1S4H5	K1S4H5_CRAGI	Adenosylhomocysteinase (EC 3.3.1.1)	CGI_10024772	EKC42316
K1S4H9	K1S4H9_CRAGI	Dynactin subunit 1	CGI_10024778	EKC42321
K1R980	K1R980_CRAGI	UPF0556 protein C19orf10-like protein	CGI_10024800	EKC42343
K1RF50	K1RF50_CRAGI	Uncharacterized protein	CGI_10018270	EKC42359
K1RF74	K1RF74_CRAGI	Uncharacterized protein	CGI_10005753	EKC42379
K1RLC3	K1RLC3_CRAGI	Synapse-associated protein 1	CGI_10017279	EKC42395
K1RFA5	K1RFA5_CRAGI	Uncharacterized protein	CGI_10015704	EKC42404
K1QZB0	K1QZB0_CRAGI	Arfaptin-1	CGI_10015712	EKC42412
K1RFG7	K1RFG7_CRAGI	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	CGI_10011269	EKC42459
K1QZI3	K1QZI3_CRAGI	Myosin-Ie	CGI_10023160	EKC42497
K1R9Y0	K1R9Y0_CRAGI	Afadin	CGI_10020544	EKC42518
K1RLT0	K1RLT0_CRAGI	D-erythrulose reductase	CGI_10020559	EKC42530
K1QZU5	K1QZU5_CRAGI	Nuclear protein MDM1	CGI_10023678	EKC42562
K1QZW0	K1QZW0_CRAGI	Polyadenylate-binding protein 2	CGI_10026652	EKC42587
K1RA73	K1RA73_CRAGI	Canopy-like protein 2	CGI_10026675	EKC42608
K1RFW6	K1RFW6_CRAGI	Tubulin-specific chaperone A	CGI_10026682	EKC42614
K1RM18	K1RM18_CRAGI	Dual oxidase	CGI_10026683	EKC42615
K1RA89	K1RA89_CRAGI	BAG family molecular chaperone regulator 4	CGI_10026703	EKC42633
K1S5N3	K1S5N3_CRAGI	Phosphotransferase (EC 2.7.1.-)	CGI_10023886	EKC42666
K1R028	K1R028_CRAGI	Calmodulin	CGI_10023898	EKC42677
K1RM65	K1RM65_CRAGI	EF-hand calcium-binding domain-containing protein 2	CGI_10023901	EKC42680
K1RG10	K1RG10_CRAGI	AP complex subunit sigma	CGI_10023905	EKC42684
K1R065	K1R065_CRAGI	Golgi membrane protein 1	CGI_10021343	EKC42732
K1RG66	K1RG66_CRAGI	Leucine-rich repeat-containing protein 51 (Fragment)	CGI_10018919 CGI_10018920	EKC42769
K1S606	K1S606_CRAGI	Uncharacterized protein	CGI_10010069	EKC42831
K1RGD1	K1RGD1_CRAGI	Multifunctional fusion protein [Includes: L-glutamate gamma-semialdehyde dehydrogenase (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase); Delta-1-pyrroline-5-carboxylate dehydrogenase (P5C dehydrogenase)]	CGI_10003285	EKC42849
K1RAT2	K1RAT2_CRAGI	Mitochondrial fission 1 protein	CGI_10002295	EKC42853
K1R0I5	K1R0I5_CRAGI	Sushi domain-containing protein 2	CGI_10028828	EKC42862
K1RAU7	K1RAU7_CRAGI	Uncharacterized protein	CGI_10028829	EKC42863
K1RAY9	K1RAY9_CRAGI	Plasminogen activator inhibitor 1 RNA-binding protein	CGI_10028871	EKC42898
K1S687	K1S687_CRAGI	Uncharacterized protein	CGI_10028902	EKC42926
K1S6C4	K1S6C4_CRAGI	Uncharacterized protein	CGI_10023566	EKC42966
K1R0W8	K1R0W8_CRAGI	Glutamate receptor U1	CGI_10023578	EKC42977
K1RN17	K1RN17_CRAGI	Calcium-binding protein NCS-1	CGI_10023581	EKC42980
K1R100	K1R100_CRAGI	Metaxin-2	CGI_10010832	EKC43002
K1R107	K1R107_CRAGI	S-crystallin SL11	CGI_10010837	EKC43007
K1RGW1	K1RGW1_CRAGI	Uncharacterized protein	CGI_10013193	EKC43014
K1S6G5	K1S6G5_CRAGI	Low-density lipoprotein receptor-related protein 6	CGI_10013195	EKC43016
K1RN59	K1RN59_CRAGI	Laminin-like protein epi-1	CGI_10013200	EKC43020
K1RH30	K1RH30_CRAGI	Collagen alpha-1(IV) chain	CGI_10018042	EKC43054
K1RNB5	K1RNB5_CRAGI	Propionyl-CoA carboxylase beta chain, mitochondrial	CGI_10018049	EKC43060
K1RNB6	K1RNB6_CRAGI	Alpha-aminoadipic semialdehyde dehydrogenase	CGI_10015523	EKC43065
K1R1G4	K1R1G4_CRAGI	Dynactin subunit 1	CGI_10015530	EKC43072
K1R1I0	K1R1I0_CRAGI	Peptidylprolyl isomerase (EC 5.2.1.8)	CGI_10022305	EKC43102
K1S6R2	K1S6R2_CRAGI	N-acetyltransferase 11	CGI_10022309	EKC43106
K1S6T2	K1S6T2_CRAGI	Uncharacterized protein	CGI_10012933	EKC43136
K1R1K1	K1R1K1_CRAGI	Uncharacterized protein (Fragment)	CGI_10012934	EKC43137
K1RBQ0	K1RBQ0_CRAGI	Caspase-7	CGI_10021185	EKC43168
K1RNI9	K1RNI9_CRAGI	Leucine-rich repeat-containing protein 59	CGI_10027278	EKC43180
A5LGH1	A5LGH1_CRAGI	Voltage-dependent anion channel (Voltage-dependent anion-selective channel protein 2)	VDAC CGI_10027300	BAF63641
K1RNK8	K1RNK8_CRAGI	Rho GTPase-activating protein 17	CGI_10027308	EKC43210
K1R1Q9	K1R1Q9_CRAGI	Four and a half LIM domains protein 2	CGI_10027326	EKC43227
K1RHG8	K1RHG8_CRAGI	Uncharacterized protein C1orf93-like protein	CGI_10027328	EKC43229
Q70MP1	Q70MP1_CRAGI	Ribosomal protein L5 (Fragment)	rpl5	CAD91421
Q70MN9	Q70MN9_CRAGI	Myosin essential light chain (Fragment)	mlc	CAD91423
Q70MN6	Q70MN6_CRAGI	40S ribosomal protein S8 (Fragment)	rps8	CAD91426
Q70MM2	Q70MM2_CRAGI	Ribosomal protein L19 (Fragment)	rpls	CAD91441
K1PLF9	K1PLF9_CRAGI	Arginine kinase	CGI_10021481	EKC24882
Q75W49	Q75W49_CRAGI	78kDa glucose regulated protein	GRP78	BAD15288
Q70PH5	Q70PH5_CRAGI	Glutathione S-transferase	gst	CAD89617
Q70NR6	Q70NR6_CRAGI	Mu class glutathione S-transferase (EC 2.5.1.18)	gstM	CAD90167
Q9XZJ2	Q9XZJ2_CRAGI	71kDa heat shock connate protein (Heat shock protein 70)	hsp70 HSC71	AAD31042
Q5QGY8	Q5QGY8_CRAGI	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)		AAT44353
Q5QGY6	Q5QGY6_CRAGI	Fatty acid binding protein		AAT44355
Q5H7U9	Q5H7U9_CRAGI	Small cardioactive peptide		BAD88767
Q4LDF8	Q4LDF8_CRAGI	Aspartate aminotransferase (EC 2.6.1.1) (Fragment)	aspC	CAD42721
Q70MM7	Q70MM7_CRAGI	40S ribosomal protein S27 (Fragment)	rps27-1	CAD91436
Q9NKW7	Q9NKW7_MIZYE	Calcineurin B (Calcineurin subunit B type 1)	KP79_PYT09348	BAA94543
Q2PDH0	Q2PDH0_CRAGI	Cytochrome b5	cyt b5	CAD92095
A2CI32	A2CI32_9BIVA	Histone H2A	H2A	ABD76392
